workerid	question	response_end	trialnum	correct	time_on_slide_in_seconds	measure	response_start	type	response	language	enjoyment	gender	age	comments	assess	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
4	What position does Tom Lyons play?	.	1	pitcher	6.469	free	Tom Lyons is a	attention_check	pitcher	English	2	Female	24		Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	354P56DE9K3OTNC4GEPZZ3ST8LKS7W	4	Approved	Mon Dec 01 22:17:29 PST 2014	Mon Dec 01 05:34:53 PST 2014	Mon Dec 01 05:37:29 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5054666666666665
4	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	19.57	slider	NA	amount	0.62	English	2	Female	24		Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	354P56DE9K3OTNC4GEPZZ3ST8LKS7W	4	Approved	Mon Dec 01 22:17:29 PST 2014	Mon Dec 01 05:34:53 PST 2014	Mon Dec 01 05:37:29 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5054666666666665
4	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	7.685	free	Because	explanation	Because he enjoys it	English	2	Female	24		Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	354P56DE9K3OTNC4GEPZZ3ST8LKS7W	4	Approved	Mon Dec 01 22:17:29 PST 2014	Mon Dec 01 05:34:53 PST 2014	Mon Dec 01 05:37:29 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5054666666666665
4	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	51.196	free	If it wasn&quotechart the case that	counterfactual	we need pitchers in the future	English	2	Female	24		Yes	2	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	354P56DE9K3OTNC4GEPZZ3ST8LKS7W	4	Approved	Mon Dec 01 22:17:29 PST 2014	Mon Dec 01 05:34:53 PST 2014	Mon Dec 01 05:37:29 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.5054666666666665
5	NA	NA	NA	NA	23.848	NA	NA	none	NA	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
5	What kind of camps does Tom Lyons hold?	camps.	0	baseball	19.641	free	He holds	attention_check	free baseball 	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
5	What position does Tom Lyons play?	.	1	pitcher	7.248	free	Tom Lyons is a	attention_check	pitcher	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
5	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	9.984	slider	NA	amount	0.7	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
5	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	14.872	free	Because	explanation	he enjoys working and helping children	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
5	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	25.936	free	If it wasn&quotechart the case that	counterfactual	he loved helping children	english	2	Female	31	no	Yes	4	Mac	900	1440	Safari	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	386CSBG1OZMTC7JM50V2YPDWVMFQ66	5	Approved	Mon Dec 01 22:17:36 PST 2014	Mon Dec 01 05:35:29 PST 2014	Mon Dec 01 05:37:36 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	2.08055
6	NA	NA	NA	NA	17.318	NA	NA	none	NA	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
6	What kind of camps does Tom Lyons hold?	camps.	0	baseball	14.775	free	He holds	attention_check	baseball	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
6	What position does Tom Lyons play?	.	1	pitcher	8.312	free	Tom Lyons is a	attention_check	professional pitcher	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
6	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	11.72	slider	NA	amount	0.9	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
6	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	28.559	free	Because	explanation	He loves the game of baseball and wants to see young kids succeed with his help	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
6	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	16.065	free	If it wasn&quotechart the case that	counterfactual	he was a pitcher	English	2	Male	18		Confused	1	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3JNQLM5FT4MU39K8QTB3RQXQ5BR2LD	6	Approved	Mon Dec 01 22:17:42 PST 2014	Mon Dec 01 05:35:36 PST 2014	Mon Dec 01 05:37:42 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","insanely","outrageously"]}	2.0735166666666665
7	NA	NA	NA	NA	39.754	NA	NA	none	NA	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
7	What kind of camps does Tom Lyons hold?	camps.	0	baseball	9.2	free	He holds	attention_check	baseball	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
7	What position does Tom Lyons play?	.	1	pitcher	5.024	free	Tom Lyons is a	attention_check	pitcher	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
7	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	21.327	slider	NA	amount	0.25	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
7	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	18.621	free	Because	explanation	he loves baseball and helping the needy	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
7	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	25.383	free	If it wasn&quotechart the case that	counterfactual	he loved baseball and helping the needy	English	2	Male	27	None	Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3Q5ZZ9ZEVOFRNZJCEN4XKSEW5LJ58V	7	Approved	Mon Dec 01 22:17:55 PST 2014	Mon Dec 01 05:35:20 PST 2014	Mon Dec 01 05:37:55 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.4958
8	NA	NA	NA	NA	32.542	NA	NA	none	NA	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
8	What kind of camps does Tom Lyons hold?	camps.	0	baseball	15.729	free	He holds	attention_check	baseball	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
8	What position does Tom Lyons play?	.	1	pitcher	12.93	free	Tom Lyons is a	attention_check	pitcher	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
8	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	36.425	slider	NA	amount	0.08	English	1	Male	35		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	35BLDD71I6XN5PZET4MN1A5ZHIRZV0	8	Approved	Mon Dec 01 22:17:56 PST 2014	Mon Dec 01 05:35:04 PST 2014	Mon Dec 01 05:37:56 PST 2014	Mon Dec 01 05:39:14 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	2.8321833333333335
